LBE600P,600,61.8,76.4,120,192,256,308,395,510,571,614,660,757,840,900,1080,1161
LBE650P,650,67,82.8,130,208,278,334,428,552,619,665,715,820,910,975,1170,1258
LBE700P,700,72.1,89.2,140,224,299,360,461,595,667,716,770,883,980,1050,1260,1354
LBE750P,750,77.3,95.5,150,240,320,386,494,637,714,767,825,946,1050,1125,1350,1451
LBE800P,800,82.4,102,160,256,342,411,527,679,762,818,879,1009,1120,1200,1440,1548
LBE830P,830,85.5,106,166,266,354,427,547,705,791,849,912,1046,1162,1245,1494,1606
LBE890P,890,91.7,113,178,285,380,458,586,756,848,910,978,1122,1246,1335,1602,1722
LBE925P,925,95.3,118,185,296,395,476,609,786,881,946,1017,1166,1295,1388,1665,1790
LBE980P,980,101,125,196,314,418,504,646,832,933,1002,1077,1236,1372,1470,1764,1896
LBE1000P,1000,103,127,200,320,427,514,659,849,952,1023,1099,1261,1400,1500,1800,1935
LBE1020P,1020,105,130,204,326,436,524,672,866,972,1043,1121,1286,1428,1530,1836,1973
LBE1070P,1070,110,136,214,342,457,550,705,909,1019,1094,1176,1349,1498,1605,1926,2070
LBE1100P,1100,113,140,220,352,470,566,725,934,1048,1125,1209,1387,1540,1650,1980,2128
LBE1150P,1150,119,147,230,368,491,591,758,977,1095,1176,1264,1450,1610,1725,2070,2225
LBE1200P,1200,124,153,240,384,512,617,790,1019,1143,1227,1319,1513,1680,1800,2160,2322
LBE1250P,1250,129,159,250,400,534,643,823,1062,1191,1279,1374,1576,1750,1875,2250,2418
LBE1300P,1300,134,166,260,416,555,668,856,1104,1238,1330,1429,1639,1820,1950,2340,2515
LBE1350P,1350,139,172,270,432,576,694,889,1147,1286,1381,1484,1702,1890,2025,2430,2612
LBE1400P,1400,144,178,280,448,598,720,922,1189,1333,1432,1539,1765,1960,2100,2520,2709
LBE1450P,1450,149,185,290,464,619,745,955,1232,1381,1483,1594,1828,2030,2175,2610,2805
LBE1500P,1500,155,191,300,480,641,771,988,1274,1429,1534,1649,1891,2100,2250,2700,2902
LBE1550P,1550,160,197,310,496,662,797,1021,1316,1476,1585,1704,1954,2170,2325,2790,2999
LBE1600P,1600,165,204,320,512,683,823,1054,1359,1524,1637,1759,2017,2240,2400,2880,3096
LBE1660P,1660,171,211,332,531,709,853,1093,1410,1581,1698,1825,2093,2324,2490,2988,3212
LBE1690P,1690,174,215,338,541,722,869,1113,1435,1610,1729,1858,2131,2366,2535,3042,3270
