LBE980P,980,100,124,194,304,379,433,540,704,778,807,896,1023,1104,1206,1449,1572
LBE1000P,1000,102,127,198,310,387,442,551,718,794,824,915,1044,1126,1230,1478,1604
LBE1020P,1020,104,129,202,316,395,450,562,733,810,840,933,1065,1149,1255,1508,1636
LBE1070P,1070,109,136,212,332,414,472,590,769,850,881,979,1117,1205,1317,1582,1717
LBE1100P,1100,112,140,218,341,426,486,606,790,873,906,1006,1149,1239,1353,1626,1765
LBE1150P,1150,118,146,228,357,445,508,634,826,913,947,1052,1201,1295,1415,1700,1845
LBE1200P,1200,123,152,237,372,464,530,661,862,953,988,1098,1253,1351,1477,1774,1925
LBE1250P,1250,128,159,247,388,484,552,689,898,992,1030,1143,1305,1408,1538,1848,2005
LBE1300P,1300,133,165,257,403,503,574,716,934,1032,1071,1189,1357,1464,1600,1922,2086
LBE1350P,1350,138,171,267,419,522,596,744,970,1072,1112,1235,1410,1520,1661,1996,2166
LBE1400P,1400,143,178,277,434,542,618,771,1006,1112,1153,1281,1462,1577,1723,2070,2246
LBE1450P,1450,148,184,287,450,561,640,799,1042,1151,1194,1326,1514,1633,1784,2143,2326
LBE1500P,1500,153,190,297,465,580,662,827,1078,1191,1236,1372,1566,1689,1846,2217,2407
LBE1550P,1550,158,197,307,481,600,684,854,1114,1231,1277,1418,1618,1745,1907,2291,2487
LBE1600P,1600,163,203,317,496,619,706,882,1149,1270,1318,1464,1671,1802,1969,2365,2567
LBE1660P,1660,170,211,328,515,642,733,915,1193,1318,1367,1519,1733,1869,2043,2454,2663
LBE1690P,1690,173,215,334,524,654,746,931,1214,1342,1392,1546,1765,1903,2079,2498,2711
